AnnotationAccession,SeqID,Plasmid_Length,Genus,Kingdom,Annotation,isolation_source
GCF_000196515.1_ASM19651v1,NC_014250.1,21875,'Nostoc,Bacteria,Unannotated,
GCF_003515915.2_ASM351591v2,NZ_CP047172.1,38297,Xylella,Bacteria,Plants,
GCF_013391345.1_ASM1339134v1,NZ_CP054891.1,220335,Shigella,Bacteria,,
GCF_003491205.1_ASM349120v1,NZ_CP030370.1,31647,Salinibacter,Bacteria,Water,ENVO:00002006
GCF_013724605.1_ASM1372460v1,NZ_CP056225.1,69970,Klebsiella,Bacteria,Human-impacted,Wastewater influent sample
GCF_003571665.1_ASM357166v1,NZ_CP032203.1,41865,Escherichia,Bacteria,Unannotated,
GCF_017753625.1_ASM1775362v1,NZ_CP072528.1,97035,Acinetobacter,Bacteria,Unannotated,
GCF_013167135.1_ASM1316713v1,NZ_CP038283.1,93247,Escherichia,Bacteria,Food,beef
GCF_007954485.1_ASM795448v1,NZ_CP042366.1,76008,Acinetobacter,Bacteria,Humans,clinical sample
GCF_030179805.1_ASM3017980v1,NZ_CP109691.1,62976,Enterobacter,Bacteria,Humans,swab
GCF_016127835.1_ASM1612783v1,NZ_CP066048.1,59372,Salmonella,Bacteria,Unannotated,
GCF_015161405.1_ASM1516140v1,NZ_JACUVP010000003.1,137487,Lysinibacillus,Bacteria,,
GCF_002833465.1_ASM283346v1,NZ_CP025147.1,205953,Klebsiella,Bacteria,Humans,blood
GCF_024917355.1_ASM2491735v1,NZ_CP103599.1,34426,Escherichia,Bacteria,Humans,blood
GCF_020809185.1_ASM2080918v1,NZ_CP083135.1,359560,Bacillus,Bacteria,Human-impacted,Biopesticide Solbac
GCF_001953255.1_ASM195325v1,NZ_CP018831.1,46747,Enterococcus,Bacteria,Humans,blood
GCF_951802855.1_ARM32,NZ_OX637960.1,162859,Escherichia,Bacteria,Humans,Urinary tract
GCF_003071285.1_ASM307128v1,NZ_CP028952.1,451422,Klebsiella,Bacteria,Unannotated,
GCF_022221145.1_ASM2222114v1,NZ_CP076196.1,181750,Bacillus,Bacteria,Livestock,
GCF_030020615.1_ASM3002061v1,NZ_CP124909.1,104476,Enterococcus,Bacteria,Humans,urine
GCF_013791065.1_ASM1379106v1,NZ_CP056829.1,100873,Citrobacter,Bacteria,Human-impacted,Wastewater influent sample
GCF_032351815.1_ASM3235181v1,NZ_CP135496.1,61749,Enterobacter,Bacteria,,
GCF_008931345.1_ASM893134v1,NZ_CP042483.1,208956,Klebsiella,Bacteria,Humans,clinical sample
GCF_904863375.1_MINF_1A,NZ_LR890329.1,47582,Escherichia,Bacteria,Humans,swab
GCF_032610035.1_ASM3261003v1,NZ_CP118302.1,17083,Borreliella,Bacteria,,
GCF_002056145.1_ASM205614v1,NZ_CP020057.1,31196,Escherichia,Bacteria,Unannotated,
GCF_030708355.1_ASM3070835v1,NZ_CP116877.1,30637,Borreliella,Bacteria,,
GCF_022494725.1_ASM2249472v1,NZ_CP091678.1,108771,Escherichia,Bacteria,Water,river water
GCF_013168035.1_ASM1316803v1,NZ_CP038401.1,92513,Escherichia,Bacteria,Humans,
GCF_030435995.1_ASM3043599v1,NZ_CP129386.1,94398,Salmonella,Bacteria,Humans,
GCF_023035815.1_ASM2303581v1,NZ_CP073172.1,33571,Borrelia,Bacteria,Animals,lab mouse blood
GCF_017161155.1_ASM1716115v1,NZ_CP053361.1,66546,Klebsiella,Bacteria,Livestock,feces from livestock farm
GCF_030515355.1_ASM3051535v1,NZ_CP082069.1,68931,Escherichia,Bacteria,Humans,CSF
GCF_013706815.1_ASM1370681v1,NZ_CP055332.1,144822,Klebsiella,Bacteria,,
GCF_016415565.1_ASM1641556v1,NZ_CP066669.1,30941,Enterococcus,Bacteria,Humans,rectal swab
GCF_000978815.2_ASM97881v2,NZ_CP076234.1,96510,Escherichia,Bacteria,Livestock,Rectal swab of live bovine cattle
GCF_016406485.1_ASM1640648v1,NZ_CP066383.1,104340,Enterococcus,Bacteria,Humans,rectal swab
GCF_002902885.1_ASM290288v1,NZ_CP026127.1,39359,Acinetobacter,Bacteria,Unannotated,
GCF_002197505.1_ASM219750v1,NZ_CP021856.1,146168,Klebsiella,Bacteria,Unannotated,
GCF_016756155.1_ASM1675615v1,NZ_AP024261.1,24567,Mycobacterium,Bacteria,Humans,sputum
GCF_022405075.1_ASM2240507v1,NZ_CP062347.1,45230,Staphylococcus,Bacteria,Humans,
GCF_001753085.1_ASM175308v1,NZ_CP015942.1,33359,Legionella,Bacteria,Humans,Clinical
GCF_000317435.1_ASM31743v1,NC_019727.1,80757,Calothrix,Bacteria,Water,unialgal culture in lake water
GCF_016939455.1_ASM1693945v1,NZ_CP070514.1,24810,Leuconostoc,Bacteria,Unannotated,
GCF_029962145.1_ASM2996214v1,NZ_CP124653.1,41411,Pseudomonas,Bacteria,Humans,Wound/Abscess
GCF_017161505.1_ASM1716150v1,NZ_CP048803.1,66546,Klebsiella,Bacteria,Humans,fecal isolate from poultry farm worker
GCF_016727265.1_ASM1672726v1,NZ_CP068119.1,64859,Enterococcus,Bacteria,Unannotated,
GCF_002934285.1_ASM293428v1,NZ_CP026230.1,77569,Aeromonas,Bacteria,Unannotated,
GCF_016889025.1_ASM1688902v1,NZ_CP069446.1,36124,Escherichia,Bacteria,Humans,
GCF_024918195.1_ASM2491819v1,NZ_CP103624.1,86833,Escherichia,Bacteria,Humans,blood
GCF_003571665.1_ASM357166v1,NZ_CP032202.1,140509,Escherichia,Bacteria,Unannotated,
GCF_025920025.1_ASM2592002v1,NZ_CP062152.1,882154,Vibrio,Bacteria,Animals,oyster
GCF_002983645.1_ASM298364v1,NZ_CP027395.1,117229,Escherichia,Bacteria,Humans,Stool
GCF_904863305.1_MSB1_3B,NZ_LR890302.1,65499,Escherichia,Bacteria,Humans,rectal swab
GCF_002386225.2_ASM238622v2,NZ_CP023503.1,135191,Klebsiella,Bacteria,,
GCF_002833425.1_ASM283342v1,NZ_CP025145.1,149158,Klebsiella,Bacteria,Humans,bronchoalveolar lavage
GCF_014843375.1_ASM1484337v1,NZ_CP062118.1,52741,Aminobacter,Bacteria,Earth,soil
GCF_002753075.1_ASM275307v1,NZ_CP024531.1,89345,Klebsiella,Bacteria,Humans,blood
GCF_034644395.1_ASM3464439v1,NZ_CP141097.1,57805,Enterococcus,Bacteria,,
GCF_015999605.1_ASM1599960v1,NZ_CP065550.1,44323,Enterococcus,Bacteria,Humans,Rectal swab
GCF_021391515.1_ASM2139151v1,NZ_CP090083.1,99643,Bacillus,Bacteria,Human-impacted,Contaminated soil sample CPT56DS-C from Oak Ridge Reservation Area 3
GCF_000834945.1_ASM83494v1,NZ_CP010069.1,74956,Yersinia,Bacteria,Humans,human
GCF_000832985.1_ASM83298v1,NZ_CP009921.1,301264,Priestia,Bacteria,Earth,environmental sample
GCF_001662025.2_ASM166202v2,NZ_CP122327.1,156057,Pantoea,Bacteria,Plants,
GCF_022221065.1_ASM2222106v1,NZ_CP076186.1,94822,Bacillus,Bacteria,Unannotated,
GCF_023586825.3_ASM2358682v3,NZ_CP097786.1,63928,Bacillus,Bacteria,,
GCF_025349945.1_ASM2534994v1,NZ_CP104452.1,138718,Raoultella,Bacteria,Human-impacted,wastewater
GCF_016903415.1_ASM1690341v1,NZ_CP069912.1,141778,Klebsiella,Bacteria,Humans,
GCF_019175425.1_ASM1917542v1,NZ_CP072879.1,246327,Enterococcus,Bacteria,Water,stream/river surface water
GCF_027577885.1_ASM2757788v1,NZ_CP114152.1,70898,Klebsiella,Bacteria,Humans,Rectal Swab
GCF_009738595.2_ASM973859v2,NZ_CP058327.1,120302,Klebsiella,Bacteria,Humans,urine
GCF_030389595.1_ASM3038959v1,NZ_CP128920.1,63805,Escherichia,Bacteria,Unannotated,
GCF_016904175.1_ASM1690417v1,NZ_CP070064.1,36331,Escherichia,Bacteria,Humans,
GCF_013731155.1_ASM1373115v1,NZ_CP056156.1,361638,Enterobacter,Bacteria,Human-impacted,Wastewater influent sample
GCF_905231995.2_AI2703v1_cp,NZ_OW849380.1,55379,Escherichia,Bacteria,Humans,Hospital Universitario Gregorio Maranon (Madrid)
GCF_000832985.1_ASM83298v1,NZ_CP009919.1,74772,Priestia,Bacteria,Earth,environmental sample
GCF_023572965.1_ASM2357296v1,NZ_CP097629.1,41429,Klebsiella,Bacteria,Humans,rectal swab
GCF_001750885.1_ASM175088v1,NZ_CP014535.1,65558,Enterococcus,Bacteria,Humans,organic material
GCF_016117775.1_ASM1611777v1,NZ_CP065883.1,74461,Bacillus,Bacteria,,
GCF_016727265.1_ASM1672726v1,NZ_CP068115.1,52787,Enterococcus,Bacteria,Unannotated,
GCF_009257425.1_NL-IR-2,NZ_CP044637.1,6310,Borrelia,Bacteria,,
GCF_021049325.1_ASM2104932v1,NZ_CP088077.1,98179,Curtobacterium,Bacteria,Unannotated,
GCF_001929095.2_ASM192909v2,NZ_CP040603.1,25634,Xanthomonas,Bacteria,Plants,
GCF_014189355.1_ASM1418935v1,NZ_CP047274.1,277055,Citrobacter,Bacteria,Humans,
GCF_949786345.1_EC0026B_R1,NZ_OX460338.1,88654,Escherichia,Bacteria,,
GCF_008245185.1_ASM824518v1,NZ_CP042268.1,167069,Pseudomonas,Bacteria,Humans,sputum
GCF_001922365.1_ASM192236v1,NZ_CP018815.1,139942,Enterobacter,Bacteria,Unannotated,
GCF_013635015.1_ASM1363501v1,NZ_CP058184.1,67313,Klebsiella,Bacteria,Human-impacted,Freshwater sample from downstream of wastewater treatment plant
GCF_013167995.1_ASM1316799v1,NZ_CP038392.1,75328,Escherichia,Bacteria,Humans,
GCF_013401415.1_ASM1340141v1,NZ_CP058541.1,16083,Deinococcus,Bacteria,Water,seawater
GCF_949786275.1_EC0880B_R4,NZ_OX460314.1,33743,Escherichia,Bacteria,,
GCF_016028235.1_ASM1602823v1,NZ_CP065708.1,27411,Staphylococcus,Bacteria,Unannotated,
GCF_001548175.1_ASM154817v1,NZ_AP014872.1,7812,Bacillus,Bacteria,Unannotated,
GCF_021459805.1_ASM2145980v1,NZ_CP090507.1,24372,Xylella,Bacteria,Plants,
GCF_002202255.1_ASM220225v1,NZ_CP021953.1,69541,Klebsiella,Bacteria,Unannotated,
GCF_003204265.1_ASM320426v1,NZ_CP029734.1,76953,Citrobacter,Bacteria,Unannotated,
GCF_022221325.1_ASM2222132v1,NZ_CP076224.1,94824,Bacillus,Bacteria,Unannotated,
GCF_024917475.1_ASM2491747v1,NZ_CP103634.1,151676,Escherichia,Bacteria,Humans,blood
GCF_016415545.1_ASM1641554v1,NZ_CP066656.1,22729,Enterococcus,Bacteria,Humans,rectal swab
GCF_011058635.1_ASM1105863v1,NZ_CP043813.1,41357,Neisseria,Bacteria,Humans,Vaginal swab
GCF_905232465.2_AI2617v1_cp,NZ_OW849493.1,79391,Serratia,Bacteria,,
GCF_020541025.1_ASM2054102v1,NZ_CP085075.1,134984,Escherichia,Bacteria,Humans,sputum
GCF_023375265.1_ASM2337526v1,NZ_CP088202.1,33618,Enterococcus,Bacteria,Livestock,fecal sample
GCF_002234735.2_ASM223473v2,NZ_CP022492.1,131583,Salmonella,Bacteria,Unannotated,
GCF_002180155.1_ASM218015v1,NZ_CP021548.1,22633,Klebsiella,Bacteria,Unannotated,
GCF_904866505.1_INF323,NZ_LR890738.1,129925,Klebsiella,Bacteria,Humans,wound swab
GCF_013744415.1_ASM1374441v1,NZ_CP056757.1,80766,Enterobacter,Bacteria,Human-impacted,Freshwater sample from downstream of wastewater treatment plant
GCF_001720985.1_ASM172098v1,NZ_CP012442.1,71508,Enterococcus,Bacteria,,
GCF_016629465.1_ASM1662946v1,NZ_AP024229.1,7397,Lactococcus,Bacteria,Unannotated,
GCF_013168255.1_ASM1316825v1,NZ_CP038429.1,92703,Escherichia,Bacteria,Livestock,
GCF_009650375.1_ASM965037v1,NZ_CP045058.1,270878,Salmonella,Bacteria,Plants,almond drupe
GCF_001022295.1_ASM102229v1,NZ_CP011595.1,113105,Klebsiella,Bacteria,Humans,Perirectal
GCF_014489395.1_ASM1448939v1,NZ_CP060809.1,40436,Klebsiella,Bacteria,Humans,
GCF_002796445.1_ASM279644v1,NZ_CP024888.1,76754,Escherichia,Bacteria,Unannotated,
GCF_000024405.1_ASM2440v1,NC_013519.1,13648,Sebaldella,Bacteria,Animals,
GCF_013732895.1_ASM1373289v1,NZ_CP056160.1,116663,Escherichia,Bacteria,Human-impacted,Freshwater sample from upstream of wastewater treatment plant
GCF_016128215.1_ASM1612821v1,NZ_CP066082.1,49721,Pediococcus,Bacteria,Unannotated,
GCF_003571545.1_ASM357154v1,NZ_CP032177.1,9294,Klebsiella,Bacteria,Unannotated,
GCF_023822185.1_ASM2382218v1,NZ_CP087604.1,36972,Lactococcus,Bacteria,Livestock,Raw cow milk
GCF_001952775.1_ASM195277v1,NZ_CP019168.1,77105,Listeria,Bacteria,Humans,blood
GCF_016904315.1_ASM1690431v1,NZ_CP070093.1,210510,Klebsiella,Bacteria,Humans,
GCF_021655295.1_ASM2165529v1,NZ_AP022983.1,93820,Bacillus,Bacteria,Humans,human blood of bacteremia patient
GCF_023035295.1_ASM2303529v1,NZ_CP075081.1,48229,Borrelia,Bacteria,Animals,tick tissue
GCF_002741685.1_ASM274168v1,NZ_CP024194.1,89345,Klebsiella,Bacteria,Humans,rectal swab
GCF_032375185.1_ASM3237518v1,NZ_CP135654.1,97567,Escherichia,Bacteria,,
GCF_006364695.1_ASM636469v1,NZ_CP041001.1,75555,Escherichia,Bacteria,Humans,ATCC Isolate
GCF_025258805.1_ASM2525880v1,NZ_CP104348.1,335558,Acinetobacter,Bacteria,Humans,sputum
GCF_028335425.1_ASM2833542v1,NZ_CP116556.1,59165,Enterococcus,Bacteria,Livestock,fecal sample
GCF_001834735.2_ASM183473v2,NZ_CP075133.1,124149,Salmonella,Bacteria,Water,pond
GCF_000833125.1_ASM83312v1,NZ_CP010320.1,94810,Bacillus,Bacteria,Animals,Bison
GCF_002151505.1_ASM215150v1,NZ_CP019763.1,36780,Borreliella,Bacteria,Animals,tick
GCF_033971045.1_ASM3397104v1,NZ_CP111100.1,92512,Escherichia,Bacteria,,
GCF_904866345.1_MINF_8D,NZ_LR890609.1,89833,Escherichia,Bacteria,Humans,urine
GCF_008931685.1_ASM893168v1,NZ_CP042536.1,140460,Citrobacter,Bacteria,Human-impacted,Shower 3
GCF_011330935.2_ASM1133093v2,NZ_CP049078.2,70739,Escherichia,Bacteria,Humans,blood
GCF_023035815.1_ASM2303581v1,NZ_CP073163.1,10439,Borrelia,Bacteria,Animals,lab mouse blood
GCF_003325215.1_ASM332521v1,NZ_CP030220.1,159279,Salmonella,Bacteria,Unannotated,
GCF_900622645.1_KPC2,NZ_LR130550.1,43380,Klebsiella,Bacteria,Humans,
GCF_016806835.2_ASM1680683v2,NZ_CP086116.1,53768,Skermanella,Bacteria,Human-impacted,hydrocarbon-contaminated desert sand
GCF_009664895.1_ASM966489v1,NZ_CP045957.1,41464,Salmonella,Bacteria,Humans,
GCF_013742375.1_ASM1374237v1,NZ_CP056729.1,87112,Enterobacter,Bacteria,Human-impacted,Wastewater influent sample
GCF_003288475.1_ASM328847v1,NZ_CP030346.1,4858,Enterobacter,Bacteria,Unannotated,
GCF_020544485.1_ASM2054448v1,NZ_CP066514.1,111159,Klebsiella,Bacteria,,
GCF_002180155.1_ASM218015v1,NZ_CP021545.1,125536,Klebsiella,Bacteria,Unannotated,
GCF_023035415.1_ASM2303541v1,NZ_CP073199.1,24056,Borrelia,Bacteria,Humans,blood
GCF_002935085.1_ASM293508v1,NZ_CP026396.1,144072,Klebsiella,Bacteria,Unannotated,
GCF_002812665.1_ASM281266v1,NZ_CP025038.1,199686,Klebsiella,Bacteria,Humans,urine
GCF_002056475.1_ASM205647v1,NZ_CP020112.1,13841,Klebsiella,Bacteria,Unannotated,
GCF_024927945.1_ASM2492794v1,NZ_CP103858.1,23911,Lactobacillus,Bacteria,Humans,
GCF_009650355.1_ASM965035v1,NZ_CP045054.1,270881,Salmonella,Bacteria,Plants,almond drupe
GCF_003031645.1_ASM303164v1,NZ_CP020508.1,224208,Serratia,Bacteria,Humans,sputum
GCF_012272735.1_ASM1227273v1,NZ_CP050909.1,71194,Acinetobacter,Bacteria,Humans,sputum
GCF_029492705.2_ASM2949270v2,NZ_CP120419.2,28817,Lactococcus,Bacteria,,
GCF_025426135.1_ASM2542613v1,NZ_CP104838.1,189847,Enterobacter,Bacteria,Humans,other
GCF_002752975.1_ASM275297v1,NZ_CP024566.1,89345,Klebsiella,Bacteria,Humans,urine
GCF_023035855.1_ASM2303585v1,NZ_CP073179.1,30800,Borrelia,Bacteria,Animals,lab mouse blood
GCF_021655495.1_ASM2165549v1,NZ_AP024577.1,220075,Klebsiella,Bacteria,Humans,human feces
GCF_031582985.1_ASM3158298v1,NZ_CP134067.1,74428,Pseudomonas,Bacteria,,
GCF_016026715.1_ASM1602671v1,NZ_CP065638.1,93933,Salmonella,Bacteria,Unannotated,
GCF_029719885.1_ASM2971988v1,NZ_CP099330.1,87952,Escherichia,Bacteria,Livestock,Pooled faeces sample collected from floor of poultry farm
GCF_019091005.1_ASM1909100v1,NZ_CP077650.1,138757,Escherichia,Bacteria,Humans,diarrhea from outbreaks of food poisoning
GCF_021535025.1_ASM2153502v1,NZ_CP091031.1,71807,Escherichia,Bacteria,Food,pork
GCF_001469815.1_ASM146981v1,NZ_CP013657.1,143748,Escherichia,Bacteria,Humans,urine
GCF_024223415.1_ASM2422341v1,NZ_CP100505.1,46338,Escherichia,Bacteria,Livestock,pooled poultry feces
GCF_018986755.2_ASM1898675v2,NZ_CP075605.1,75084,Enterococcus,Bacteria,Humans,feces
GCF_001293415.1_ASM129341v1,NZ_CP009972.1,70305,Yersinia,Bacteria,Humans,Human Clinical Sample (fatal pneumonic plague)
GCF_904865785.1_INF142,NZ_LR890550.1,89345,Klebsiella,Bacteria,Humans,urine
GCF_016904495.1_ASM1690449v1,NZ_CP070136.1,48183,Escherichia,Bacteria,Humans,
GCF_030007975.1_ASM3000797v1,NZ_CP124820.1,87527,Escherichia,Bacteria,Humans,Human gut
GCF_013590775.1_ASM1359077v1,NZ_CP055413.1,481290,Klebsiella,Bacteria,Human-impacted,Wastewater effluent sample
GCF_034079445.1_ASM3407944v1,NZ_CP139217.1,11833,Lacticaseibacillus,Bacteria,,
GCF_021391515.1_ASM2139151v1,NZ_CP090085.1,83392,Bacillus,Bacteria,Human-impacted,Contaminated soil sample CPT56DS-C from Oak Ridge Reservation Area 3
GCF_007363175.1_ASM736317v1,NZ_CP034684.1,162149,Bacillus,Bacteria,Earth,soil
GCF_001022235.1_ASM102223v1,NZ_CP011645.1,77801,Klebsiella,Bacteria,Humans,Perirectal
GCF_016903135.1_ASM1690313v1,NZ_CP069841.1,76933,Acinetobacter,Bacteria,Unannotated,
GCF_020162175.1_ASM2016217v1,NZ_CP083922.1,52056,Enterococcus,Bacteria,Humans,Hospitalized patient
GCF_002968695.1_ASM296869v1,NZ_CP027175.1,71782,Pseudomonas,Bacteria,Unannotated,
GCF_013743295.1_ASM1374329v1,NZ_CP056743.1,58103,Enterobacter,Bacteria,Human-impacted,Wastewater influent sample
GCF_031167025.1_ASM3116702v1,NZ_CP133353.1,46716,Enterobacter,Bacteria,,
GCF_002966555.1_ASM296655v1,NZ_CP019872.1,125801,Pseudomonas,Bacteria,Plants,
GCF_003010735.1_ASM301073v1,NZ_CP027614.1,100759,Klebsiella,Bacteria,Unannotated,
GCF_008931405.1_ASM893140v1,NZ_CP042490.1,60173,Enterobacter,Bacteria,Humans,clinical sample
GCF_013704985.1_ASM1370498v1,NZ_CP055452.1,244871,Klebsiella,Bacteria,Human-impacted,Freshwater sample from downstream of wastewater treatment plant
GCF_012932215.1_ASM1293221v1,NZ_CP048789.1,100942,Roseobacter,Bacteria,Water,seawater
GCF_021903635.1_ASM2190363v1,NZ_CP091380.1,150675,Amycolatopsis,Bacteria,Earth,soil
GCF_028596045.1_ASM2859604v1,NZ_CP117205.1,27080,Staphylococcus,Bacteria,Humans,nose
GCF_020991205.1_ASM2099120v1,NZ_CP087764.1,81131,Lactobacillus,Bacteria,Humans,urine
GCF_013731735.1_ASM1373173v1,NZ_CP056310.1,97542,Klebsiella,Bacteria,Human-impacted,Freshwater sample from downstream of wastewater treatment plant
GCF_011058655.1_ASM1105865v1,NZ_CP043817.1,41356,Neisseria,Bacteria,Humans,Urethral swab
GCF_021397675.1_ASM2139767v1,NZ_CP090135.1,53329,Salmonella,Bacteria,Humans,stool
GCF_014023275.1_ASM1402327v1,NZ_CP054693.1,44503,Nostoc,Bacteria,Water,bay water
GCF_905332395.2_AI2894v1_cpp,NZ_OW968014.1,26835,Escherichia,Bacteria,Humans,Hospital Universitario Ramon y Cajal (Madrid)
GCF_017894285.1_ASM1789428v1,NZ_CP058360.1,103005,Klebsiella,Bacteria,Humans,clinical
GCF_022170805.1_ASM2217080v1,NZ_CP081873.1,350788,Bacillus,Bacteria,Earth,soil
GCF_903993155.2_AI2775v1_cp,NZ_OW970360.1,63589,Klebsiella,Bacteria,Humans,Hospital Univeristario de Bellvitge (Barcelona)
GCF_022494745.1_ASM2249474v1,NZ_CP091684.1,100833,Escherichia,Bacteria,Water,river water
GCF_030389735.1_ASM3038973v1,NZ_CP128942.1,50131,Escherichia,Bacteria,Unannotated,
GCF_002197505.1_ASM219750v1,NZ_CP021857.1,106331,Klebsiella,Bacteria,Unannotated,
GCF_002197225.1_ASM219722v1,NZ_CP021835.1,210045,Klebsiella,Bacteria,Unannotated,
GCF_019048485.1_ASM1904848v1,NZ_CP077413.1,78021,Enterobacter,Bacteria,Unannotated,
GCF_023517735.1_ASM2351773v1,NZ_CP077847.1,70426,Acinetobacter,Bacteria,Humans,Nasogastric tube_P44_BU19
GCF_031166305.1_ASM3116630v1,NZ_CP133349.1,5149,Enterobacter,Bacteria,,
GCF_023299625.1_ASM2329962v1,NZ_CP097039.1,82447,Enterococcus,Bacteria,Food,pet food (BARF)
GCF_017161485.1_ASM1716148v1,NZ_CP048781.1,66546,Klebsiella,Bacteria,Livestock,chicken-internal organs from poultry farm
GCF_024918815.1_ASM2491881v1,NZ_CP103720.1,83426,Escherichia,Bacteria,Humans,blood
GCF_013705725.1_ASM1370572v1,NZ_CP055482.1,262877,Klebsiella,Bacteria,,
GCF_002151485.1_ASM215148v1,NZ_CP019924.1,36846,Borreliella,Bacteria,Humans,
GCF_013168235.1_ASM1316823v1,NZ_CP038426.1,92986,Escherichia,Bacteria,Livestock,
GCF_026247945.1_ASM2624794v1,NZ_CP110950.1,43380,Klebsiella,Bacteria,Humans,urine
GCF_009650395.1_ASM965039v1,NZ_CP045061.1,270863,Salmonella,Bacteria,Plants,almond drupe
GCF_000317065.1_ASM31706v1,NC_019690.1,328634,Pseudanabaena,Bacteria,Unannotated,not provided; submitted under MIGS 2.1
GCF_014189375.1_ASM1418937v1,NZ_CP047276.1,282258,Citrobacter,Bacteria,Humans,Rectum
GCF_023066645.1_ASM2306664v1,NZ_CP087622.1,10060,Klebsiella,Bacteria,Humans,
GCF_905218875.2_AI2598v1_cp,NZ_OW848786.1,109001,Escherichia,Bacteria,Humans,Hospital Universitario Gregorio Maranon (Madrid)
GCF_005937945.2_ASM593794v2,NZ_CP041755.1,131974,Pseudomonas,Bacteria,Earth,soil
GCF_022494765.1_ASM2249476v1,NZ_CP091693.1,68938,Escherichia,Bacteria,Water,river water
GCF_031891025.1_ASM3189102v1,NZ_CP134766.1,34612,Pantoea,Bacteria,,
GCF_022405255.1_ASM2240525v1,NZ_CP062357.1,29018,Staphylococcus,Bacteria,Humans,
GCF_002752995.1_ASM275299v1,NZ_CP024544.1,71587,Klebsiella,Bacteria,Humans,urine
GCF_003204265.1_ASM320426v1,NZ_CP029728.1,31764,Citrobacter,Bacteria,Unannotated,
GCF_001902255.1_ASM190225v1,NZ_CP018354.1,45742,Klebsiella,Bacteria,Humans,Perirectal
GCF_905319565.2_NRS6190B,NZ_OX419552.1,64136,Bacillus,Bacteria,Earth,garden soil
GCF_000217715.1_ASM21771v1,NC_015659.1,68763,Halopiger,Archaea,Earth,sediment of Lake Shangmatala
GCF_022221345.1_ASM2222134v1,NZ_CP076226.1,181772,Bacillus,Bacteria,Humans,
GCF_025398755.1_ASM2539875v1,NZ_CP104682.1,210107,Escherichia,Bacteria,Humans,urine
GCF_030585265.1_ASM3058526v1,NZ_CP043460.1,19653,Acinetobacter,Bacteria,,
GCF_024917635.1_ASM2491763v1,NZ_CP103643.1,188203,Enterobacter,Bacteria,Humans,blood
GCF_010586925.1_ASM1058692v1,NZ_CP040855.1,127062,Lactobacillus,Bacteria,Unannotated,
GCF_026248005.1_ASM2624800v1,NZ_CP110966.1,13636,Klebsiella,Bacteria,Humans,rectal swab
GCF_001022055.1_ASM102205v1,NZ_CP011582.1,43433,Enterobacter,Bacteria,Humans,Perirectal
GCF_013745515.1_ASM1374551v1,NZ_CP056166.1,87925,Escherichia,Bacteria,Human-impacted,Freshwater sample from upstream of wastewater treatment plant
GCF_023299545.1_ASM2329954v1,NZ_CP097058.1,62360,Enterococcus,Bacteria,Food,pet food (BARF)
GCF_013201525.1_ASM1320152v1,NZ_CP053788.1,108661,Escherichia,Bacteria,Animals,Wild boar
GCF_016894405.1_ASM1689440v1,NZ_CP059169.1,51099,Lactiplantibacillus,Bacteria,Plants,Ogi (red sorghum)
GCF_904866335.1_INF266,NZ_LR890650.1,70921,Klebsiella,Bacteria,Humans,urine
GCF_905219315.2_AI2721v1_cp,NZ_OW849065.1,146311,Escherichia,Bacteria,Humans,Hospital Universitario Gregorio Maranon (Madrid)
GCF_013743935.1_ASM1374393v1,NZ_CP056752.1,58103,Enterobacter,Bacteria,Human-impacted,Wastewater influent sample
GCF_023299425.1_ASM2329942v1,NZ_CP097011.1,102954,Enterococcus,Bacteria,Food,pet food (BARF)
GCF_020990565.1_ASM2099056v1,NZ_CP087679.1,32575,Xylella,Bacteria,Plants,plant tissue
GCF_017893605.1_ASM1789360v1,NZ_CP072841.1,1436,Macrococcoides,Bacteria,Human-impacted,environment of small animal veterinary clinic
GCF_016028815.1_ASM1602881v1,NZ_CP065733.1,46749,Lactococcus,Bacteria,Unannotated,
GCF_013343635.1_ASM1334363v1,NZ_CP040110.1,37889,Escherichia,Bacteria,Livestock,cattle feces
GCF_024918015.1_ASM2491801v1,NZ_CP103523.1,82867,Escherichia,Bacteria,Humans,blood draw same patient as MB9267
GCF_002386185.1_ASM238618v1,NZ_CP023496.1,169687,Staphylococcus,Bacteria,Humans,Urine catheter
GCF_001409175.1_99_3134,NZ_LN890525.1,84987,Salmonella,Bacteria,Humans,Human Blood
GCF_023170025.1_ASM2317002v1,NZ_AP025684.1,24495,Staphylococcus,Bacteria,Humans,
GCF_016027015.1_ASM1602701v1,NZ_CP065649.1,179678,Bacillus,Bacteria,Unannotated,
GCF_030389775.1_ASM3038977v1,NZ_CP128952.1,168269,Escherichia,Bacteria,Unannotated,
GCF_003325735.1_ASM332573v1,NZ_CP030248.1,21583,Staphylococcus,Bacteria,Humans,cerebrospinal fluid
GCF_002591175.1_ASM259117v1,NZ_CP023967.1,65466,Staphylococcus,Bacteria,Humans,CSF
GCF_905318255.2_NRS6181B,NZ_OX419556.1,85818,Bacillus,Bacteria,Earth,garden soil
GCF_016406425.1_ASM1640642v1,NZ_CP066453.1,55497,Enterococcus,Bacteria,Humans,rectal swab
GCF_001753085.1_ASM175308v1,NZ_CP015943.1,73576,Legionella,Bacteria,Humans,Clinical
GCF_014189285.1_ASM1418928v1,NZ_CP047280.1,262422,Citrobacter,Bacteria,Humans,Rectum
GCF_020525985.1_ASM2052598v1,NZ_CP084849.1,12069,Klebsiella,Bacteria,Water,
