Node,Community,PIRACopyNumber,Plasmid_Length,Total_Chromosome_Length
NZ_OW970424.1,22,2.416995155,63589,5314618
NZ_CP091667.1,22,2.423297279,59054,5218913
NZ_LR890707.1,22,2.431340885,65499,5513883
NZ_CP026385.1,22,2.495565198,82860,5268864
NZ_CP046648.1,22,2.550274402,66546,5344451
NZ_CP103502.1,22,2.604157782,67896,5344936
NZ_CP023419.1,22,2.618723801,70869,5338202
NZ_OW970432.1,22,2.654034488,65498,5363534
NZ_CP011614.1,22,2.66751871,92095,6229565
NZ_CP124826.1,22,2.676377808,63589,5317861
NZ_CP103701.1,22,2.67956996,57922,5334486
NZ_OW970416.1,22,2.719451519,63589,5294552
NZ_CP042526.1,22,2.732088894,87731,5088693
NZ_OW970518.1,22,2.740355453,49695,5305150
NZ_OW849472.1,22,2.771475093,63570,5827436
NZ_CP042509.1,22,2.783364464,82010,4772356
NZ_CP122332.1,22,2.784765254,63589,5324720
NZ_OW995945.1,22,2.795147708,63589,5218036
NZ_CP011640.1,22,2.822372978,73100,5477084
NZ_CP135684.1,22,2.841669819,58919,4896746
NZ_OW969662.1,22,2.852589573,64401,5811774
NZ_LR890259.1,22,2.854135553,65499,5511203
NZ_OW849112.1,22,2.860050329,70086,5186317
NZ_CP090143.1,22,2.905768276,53329,4647696
NZ_OW969693.1,22,2.94879092,65498,4664620
NZ_OW967376.1,22,2.977575724,68845,6005530
NZ_CP042514.1,22,2.979299537,87731,5419694
NZ_OW970482.1,22,2.998420822,49695,5320230
NZ_OW967954.1,22,3.002174525,63589,5034972
NZ_CP011609.1,22,3.016898662,70610,4976908
NZ_CP090139.1,22,3.019811715,53329,4647582
NZ_CP042537.1,22,3.067040558,87731,5070767
NZ_OW849530.1,22,3.093051001,63570,5150246
NZ_CP007733.1,22,3.181656933,80411,5241638
NZ_OW849156.1,22,3.190335793,68707,5429141
NZ_OW969635.1,22,3.260842492,52582,5059556
NZ_OW970454.1,22,3.316082435,64366,5304972
NZ_OW967978.1,22,3.331280294,63589,4869560
NZ_CP042522.1,22,3.407579093,87731,5243002
NZ_CP031322.1,22,3.438499598,75645,4733230
NZ_OW969782.1,22,3.465864961,61830,5699169
NZ_OW849100.1,22,3.469114042,74480,4861824
NZ_OW970563.1,22,3.488284263,63589,5367215
NZ_CM008896.1,22,3.897204908,80890,5276151
NZ_OW969712.1,22,3.89757159,65498,4634954
NZ_OW967831.1,22,3.901021405,63570,5187671
NZ_CP082931.1,22,4.216485976,64841,4666130
NZ_CP066515.1,22,4.426499937,63589,5315153
NZ_CP033775.1,22,4.94904914,74543,5423408
NZ_CP026497.1,22,6.118548085,55141,5246307
NZ_OW970532.1,22,10.19650243,63589,5321412
NZ_CP103692.1,22,13.00108735,81842,5880191
NZ_LR890505.1,22,14.2924083,65499,5509882
NZ_CP128941.1,15,1.009773163,103767,4784280
NZ_CP135674.1,15,1.021032765,61392,5712798
NZ_AP023428.1,15,1.103857214,120829,4557972
NZ_CP128927.1,15,1.192489901,93747,5096614
NZ_CP056366.1,5,0.817346353,109317,5044080
NZ_CP104683.1,5,1.049325854,122304,4856360
NZ_CP056127.1,5,1.871246697,70650,4586750
NZ_CP056757.1,5,2.040532983,80766,4773692
NZ_CP056277.1,5,2.350713841,51057,5196198
NZ_CP056246.1,5,5.032864276,178786,4956708
NZ_CP059954.1,15,2.477130333,99596,4805374
NZ_CP045959.1,4,0.971227669,329074,4692229
NZ_CP085989.1,1,6.959222014,31981,3892014
NZ_CP116157.1,1,9.352055627,4867,4621673
NZ_CP084847.1,15,0.405770786,49648,5336167
NZ_CP107723.1,15,0.860916683,75258,4983583
NZ_CP056521.1,15,1.104662533,114544,5243735
NZ_CP028991.1,15,1.167694716,85698,5275382
NZ_LR890618.1,15,1.568491163,75695,5328386
NZ_CP029723.1,15,1.599981942,183663,5223981
NZ_AP018497.1,30,0.406945418,127402,6451936
NZ_CP084366.1,9,0.916639502,121360,6441829
NZ_CP084593.1,30,1.473336006,97267,6076815
NZ_CP023153.1,30,1.476374518,95687,5408332
NZ_CP084588.1,30,1.513233736,95688,5971317
NZ_CP045964.1,30,1.617514738,97268,6180270
NZ_CP019224.1,30,1.660735311,97268,6078402
NZ_CP084365.1,30,2.642438728,136707,6441829
NZ_CP029123.1,14,0.50285168,97471,4695904
NZ_CP050740.1,14,0.659079157,137774,4948999
NZ_CP051443.1,14,0.69755901,96127,4540181
NZ_CP032385.1,14,0.737158031,103514,4877387
NZ_CP029743.1,14,1.281492007,104555,5213052
NZ_CP093250.1,14,1.296125572,270793,3616970
NZ_CP060509.1,14,1.300772404,209422,4654369
NZ_CP040068.1,14,1.311077208,210031,4778240
NZ_CP040384.1,14,1.333223381,118204,4767771
NZ_CP020513.1,14,1.369964487,46056,5087166
NZ_CP032388.1,14,1.482549958,124532,4844293
NZ_CP029730.1,14,1.536275413,136246,5262516
NZ_CP061407.1,14,1.687181356,68514,5435729
NZ_CP024581.1,14,2.867653629,67964,5402136
NZ_CP007732.1,14,3.374837854,268334,5241638
NZ_CP047282.1,14,4.19350039,187068,5307008
NZ_CP116518.1,7,0.523300255,122895,2535136
NZ_AP028417.1,7,0.609593349,75806,2894314
NZ_AP022342.1,7,0.648983172,253148,2802719
NZ_CP065525.1,7,0.716325184,227210,2840234
NZ_CP012467.1,7,0.780178939,202319,2970757
NZ_CP088192.1,7,0.783391466,178351,2531120
NZ_CP066435.1,7,0.801740156,161669,2875677
NZ_CP064344.1,7,0.806162905,196063,2796800
NZ_CP116537.1,7,0.811421233,134360,2685086
NZ_CP071930.1,7,0.834884394,220241,2869924
NZ_CP066648.1,7,0.835054686,194710,2875644
NZ_CP066410.1,7,0.840928851,198742,2912773
NZ_CP066428.1,7,0.895612037,187324,2887365
NZ_CP065549.1,7,0.900422067,198774,2875522
NZ_CP027401.1,7,0.906851752,159454,2550968
NZ_CP066623.1,7,0.908309658,200088,2874289
NZ_CP091218.1,7,0.911020889,182818,2507479
NZ_OU015709.1,7,0.923977747,238492,2886360
NZ_CP066452.1,7,0.943257966,164531,2872079
NZ_CP072885.1,7,0.972935246,174746,2602775
NZ_CP116521.1,7,0.974575604,155657,2666289
NZ_CP065524.1,7,0.974964339,94576,2840234
NZ_CP066615.1,7,0.992002049,198741,2829571
NZ_CP083921.1,7,1.011304065,213279,2718175
NZ_CP066444.1,7,1.028595994,192427,2907111
NZ_CP064050.1,7,1.036560687,219794,2880300
NZ_CP014530.1,7,1.070877753,223688,2765010
NZ_CP066382.1,7,1.071911391,257742,2758635
NZ_CP066731.1,7,1.09900267,192427,2835755
NZ_CP066608.1,7,1.14850012,198742,2829571
NZ_CP066417.1,7,1.245743459,198740,2909522
NZ_CP044275.1,7,1.272880873,201015,2896393
NZ_CP066674.1,7,1.276076253,171777,2856614
NZ_CP018832.1,7,1.328553101,259837,2802604
NZ_CP018827.1,7,1.38215157,259837,2807999
NZ_CP091207.1,7,1.473310461,138406,2469207
NZ_CP066600.1,7,1.500227283,212766,2811636
NZ_CP064051.1,7,1.511819045,63187,2880300
NZ_CP083913.1,7,1.587386668,213284,2723557
NZ_CP044265.1,7,1.765174063,194666,2884831
NZ_CP124883.1,7,1.771219637,53449,2959912
NZ_AP024839.1,7,2.239761188,71967,3019093
NZ_AP024833.1,7,2.318558286,71966,2990066
NZ_CP046110.1,7,2.81356778,53448,2910333
NZ_CP127043.1,1,3.658433147,10792,2040288
NZ_CP082867.1,1,5.941700741,12206,6149600
NZ_CP009446.1,1,6.411689682,8805,2022507
NZ_CP067135.1,1,12.71403463,7412,3634760
NZ_CP128946.1,1,13.94191206,4867,4784280
NZ_CP053978.1,7,0.409299933,69863,5228070
NZ_CP009462.1,7,0.412801263,94884,5230088
NZ_CM002880.1,7,0.441735499,97502,5189487
NZ_CP053961.1,7,0.628962243,85879,5342923
NZ_CP018936.1,7,0.678424032,94665,5229506
NZ_CP009333.1,7,0.772061691,69773,5232696
NZ_CP010087.1,7,0.839803396,76848,5235838
NZ_CP010854.1,7,1.014086344,95135,5200257
NZ_CP076189.1,7,1.029582948,94743,5213532
NZ_CP047133.1,7,1.029812661,94743,5213532
NZ_CP018934.1,7,1.049611027,97634,5243376
NZ_CP018932.1,7,1.096093569,97731,5242668
NZ_CP076221.1,7,1.206394467,94760,5209654
NZ_CP076147.1,7,1.251919875,94806,5230038
NZ_CP076227.1,7,1.274853665,94893,5229859
NZ_CP116894.1,7,1.288901317,94800,5219451
NZ_CP076197.1,7,1.307422009,94795,5228516
NZ_CP076215.1,7,1.324934726,94809,5207027
NZ_CP053937.1,7,1.354573771,77112,5251676
NZ_CP076194.1,7,1.386359616,94808,5229839
NZ_CP076212.1,7,1.399201823,94813,5227949
NZ_CP076206.1,7,1.586359632,94800,5229081
NZ_CP009698.1,7,1.607491313,94767,5210596
NZ_CP076166.1,7,1.617869247,94811,5229583
NZ_CP009640.1,7,1.626649271,85879,5342933
NZ_CP076172.1,7,1.654968682,94811,5230079
NZ_CP009326.1,7,1.669493065,94892,5229969
NZ_CP010002.1,7,1.673808572,80285,5675189
NZ_CP076169.1,7,1.6774719,94805,5229216
NZ_CP009314.1,7,1.696666705,94807,5228731
NZ_CP116897.1,7,1.705135163,94793,5219477
NZ_CP076145.1,7,1.727937545,94684,5228841
NZ_CP076162.1,7,1.763836107,94811,5229980
NZ_CP009542.1,7,1.7829379,94807,5214671
NZ_CP116891.1,7,1.818814145,94800,5219429
NZ_CP076159.1,7,1.827456018,94822,5229688
NZ_CP076183.1,7,1.877684932,94822,5230210
NZ_CP076143.1,7,1.888548769,94822,5229955
NZ_CP076180.1,7,1.896622013,94815,5230030
NZ_CP076175.1,7,1.93894649,94805,5224614
NZ_CP076140.1,7,1.957273316,94806,5229323
NZ_CP076150.1,7,1.958643465,94815,5228566
NZ_CP076156.1,7,1.970892715,94815,5230027
NZ_CP076186.1,7,2.017025576,94822,5203814
NZ_CP068115.1,7,2.026911108,52787,2725429
NZ_CP076224.1,7,2.034499372,94824,5228443
NZ_CP010320.1,7,2.051217884,94810,5229224
NZ_CP009475.1,7,2.161358659,94721,5200082
NZ_CP076200.1,7,2.161728602,94684,5228141
NZ_CP076177.1,7,2.177124548,94815,5229748
NZ_CP029807.1,7,2.207938887,94967,5228599
NZ_CP076153.1,7,2.212679704,94815,5229640
NZ_CP083106.1,7,2.235468729,80699,5674619
NZ_AP018445.1,7,2.316681268,94802,5219278
NZ_CP084368.1,7,2.342006015,57330,4156152
NZ_CP089995.1,7,2.463943522,94735,5213322
NZ_CP007617.1,7,2.483585202,94756,5236981
NZ_CP009979.1,7,2.533709106,94831,5227467
NZ_CP076218.1,7,2.536258706,94764,5220564
NZ_CP029325.1,7,2.674443133,94936,5213297
NZ_CP009900.1,7,2.918380568,94747,5321900
NZ_CP076191.1,7,2.985700854,94723,5197747
NZ_CP076203.1,7,3.017466965,94751,5279066
NZ_CP083089.1,7,3.192631765,73803,5713893
NZ_CP060196.1,7,3.792683667,94830,5227419
NZ_CP027167.1,14,0.857065719,165365,6586916
NZ_CP039545.1,14,0.909240302,189341,4257455
NZ_CP071948.1,14,1.294038593,159998,6390970
NZ_CP092684.1,14,1.373471489,293418,5738834
NC_017577.1,14,1.489176927,120153,5242964
NZ_CP029091.1,14,1.680140694,165365,6584825
NZ_AP025274.1,14,3.023657726,323125,4628850
NZ_CP091645.1,8,0.411498243,110357,1722143
NZ_CP082875.1,8,0.542036138,85645,1742654
NZ_CP086658.1,8,0.543511721,114638,1693479
NZ_CP025282.1,8,0.763668438,108453,1705805
NZ_OU532557.1,8,0.764756106,104639,1707349
NZ_CP040614.1,8,1.36102387,71914,1680823
NZ_CP088277.1,9,0.411642371,121299,10427939
NZ_CP093240.1,10,1.770966535,118621,5026962
NZ_CP067127.1,9,0.559572656,305818,3557425
NZ_CP067170.1,9,0.603209151,296221,3089821
NZ_CP045361.1,9,0.994626996,219612,3876119
NZ_CP045319.1,9,1.048781444,234384,3794303
NZ_CP044791.1,1,0.702582325,8070,903844
NZ_CP044633.1,1,1.064638551,8905,905334
NZ_CP075093.1,1,1.318074931,30607,920509
NZ_CP073184.1,1,2.120870968,24067,925473
NZ_CP044808.1,1,2.997086053,4428,903844
NZ_CP073224.1,1,5.256011043,16924,926328
NZ_AP014867.1,21,0.420155484,130548,5896839
NZ_AP014866.1,21,1.144329178,293217,5896839
NZ_CP014853.1,21,1.595706459,345196,5776895
NZ_CP083130.1,21,2.472662278,472823,5427105
NZ_CP009999.1,21,3.001941631,317336,5675189
NZ_CP083087.1,21,3.229976173,302708,5713893
NZ_CP083103.1,21,3.764399814,317339,5674619
NZ_CP083158.1,21,3.838552976,301042,5656085
NZ_CP083146.1,21,3.839448498,295447,5705790
NZ_CP083118.1,21,4.61665061,309328,5676138
NZ_CP033508.1,9,0.444616401,242663,6934624
NZ_CP064691.1,9,0.855327311,295268,8194174
NZ_AP025594.1,9,0.884530263,352526,2046081
NZ_AP024089.1,9,0.934980702,351712,6232923
NZ_CP062805.1,9,0.950100728,425364,7869760
NZ_CP058535.1,9,0.974116359,359763,3492515
NZ_CP082364.1,9,0.987454378,395960,3868812
NC_015658.1,9,1.053360189,436718,3668009
NC_019789.1,9,1.064422581,556630,3881839
NZ_CP021796.1,9,1.155355085,280209,3791696
NZ_CP046067.1,9,1.306436535,396761,3537514
NZ_CP046164.1,9,1.390904089,396310,3538509
NZ_CP045357.1,9,1.395857802,396761,3539493
NZ_CP011665.1,9,1.624110323,529571,7868178
NZ_CP011987.1,8,4.166192738,74026,5322270
NZ_CP069489.1,4,0.421214196,14130,4995060
NZ_CP031582.1,5,1.007613201,206229,5242834
NZ_CP071949.1,14,1.158408849,153270,6390970
NZ_CP021961.1,15,1.590927971,97389,5606368
NZ_CP097221.1,15,1.731314571,206564,5346226
NZ_CP027346.1,19,1.367440079,18123,5264938
NZ_CP045211.1,4,3.739090287,65782,4907913
NZ_CP093246.1,14,1.093898768,270632,3565816
NZ_CP055326.1,14,2.343297348,272299,5993220
NZ_CP068231.1,14,2.765746772,244072,5123400
NZ_CP082348.1,4,0.87396022,181041,4014084
NZ_CP135651.1,4,2.957832737,73868,4717304
NZ_CP107722.1,5,0.92012433,142386,4983583
NZ_CP011984.1,8,1.091177353,13838,5308211
NZ_CP061388.1,8,1.164367147,13636,5425828
NZ_CP110946.1,8,1.707857247,13636,5341839
NZ_CP020112.1,8,2.060774756,13841,5407749
NZ_CP110966.1,8,2.098985127,13636,5329474
NZ_CP110971.1,8,2.221802797,13636,5440107
NZ_CP110940.1,8,2.435258748,13636,5341081
NZ_CP110956.1,8,2.440528515,13636,5329577
NZ_CP110961.1,8,2.623851757,13636,5329474
NZ_CP011993.1,8,2.628677759,13841,5329725
NZ_CP021717.1,8,2.817630306,15271,5418909
NZ_CP058329.1,8,2.909163168,13636,5341124
NZ_CP021543.1,8,2.985016343,15271,5402261
NZ_CP021837.1,8,3.069824432,15271,5514199
NZ_CP135457.1,8,3.121902939,15100,5383377
NZ_CP110951.1,8,3.289291965,13636,5329477
NZ_LR130551.1,8,3.291173032,13841,5399983
NZ_CP008832.1,8,4.197100715,13841,5309305
NZ_CP018353.1,8,5.007851167,13841,5327855
NZ_CP070082.1,8,6.289730841,15271,5442514
NZ_CP115705.1,8,6.475217865,8905,5326519
NZ_CP007728.1,8,7.751987016,15096,5395263
NZ_CP027052.1,8,9.701250545,13841,5395894
NZ_CP011988.1,8,10.59531801,13841,5322270
NZ_CP136410.1,8,12.05959177,13841,5260706
NZ_CP141085.1,9,0.64005618,385579,4638488
NZ_AP022592.1,9,0.842161374,434050,6017160
NZ_CP034317.1,9,0.89318974,265109,4978738
NZ_CP116511.1,9,0.958442428,484059,2669879
NZ_CP088148.1,9,0.973644481,457705,6489234
NZ_CP063206.1,9,1.001714453,608598,2999641
NZ_CP095725.1,9,1.014195309,475803,2340577
NZ_CP128951.1,9,1.032669761,655459,4091740
NZ_CP044283.1,9,1.102387014,526979,6472161
NZ_CP028036.1,9,1.21651494,305249,3928779
NZ_CP069555.1,3,0.432539821,5251,4637273
NZ_CP072965.1,3,3.337169317,4209,4838055
NZ_CP033764.1,3,4.028362615,5430,4977723
NZ_CP055127.1,3,4.101263954,3979,4733599
NZ_CP072956.1,3,4.104577397,4209,4965627
NZ_CP091686.1,3,4.113222482,5755,4956558
NZ_CP073813.1,3,4.199202985,4333,2140160
NZ_CP039281.1,3,4.321780088,4018,5120962
NZ_CP091668.1,3,4.381897373,4677,5218913
NZ_LR890654.1,3,4.42525024,6062,4944666
NZ_CP133341.1,3,5.669913118,5258,4707941
NZ_CP044052.1,3,5.732717073,5409,5455728
NZ_CP032005.1,2,5.993484233,6950,3493479
NZ_CP079983.1,3,6.696079037,4381,2375477
NZ_CP101918.1,3,6.877058362,4404,4675043
NZ_CP103497.1,3,7.230850133,4760,4728479
NZ_CP084800.1,3,7.672800047,3708,5456874
NZ_CP042550.1,3,7.991174776,4048,5876662
NZ_OW848984.1,3,8.402536444,5252,4879412
NZ_CP092003.1,3,8.567306083,4018,4800346
NZ_CP042491.1,3,8.674086363,4853,4780403
NZ_CP128957.1,3,8.872434355,6274,4091740
NZ_CP103526.1,3,9.06038479,4773,5115059
NZ_LR890419.1,3,9.432250019,3514,5358293
NZ_CP103538.1,3,9.948686427,6062,4828093
NZ_LR890352.1,3,9.976538661,5509,4963328
NZ_CP102750.1,3,10.11388065,3818,4727386
NZ_CP092008.1,3,10.26734235,4774,4813657
NZ_CP038603.1,3,10.3558073,6237,4804514
NZ_CP083788.1,3,10.49371097,4616,5222528
NZ_LR890378.1,3,10.61383276,3514,5355089
NZ_CP115692.1,3,10.66386893,6237,4935101
NZ_CP103669.1,3,10.74256796,6282,5182479
NZ_OW970450.1,3,11.16038786,4052,5400154
NZ_CP024486.1,3,11.17151132,3514,5356173
NZ_CP050737.1,3,11.22698538,6062,4906732
NZ_CP069905.1,3,11.48398826,3557,5220139
NZ_CP116098.1,3,11.6415661,4036,4942224
NZ_CP083795.1,3,11.80695502,3514,5448052
NZ_LR890494.1,3,12.01900374,5087,5231789
NZ_CP103616.1,3,12.13857738,5883,5352870
NZ_CP118389.1,3,12.28320242,4047,4916674
NZ_CP038331.1,3,12.31582374,6675,5607499
NZ_CP135485.1,3,12.32365522,4411,5313174
NZ_CP023887.1,3,12.97115333,3724,5633990
NZ_LR890683.1,3,13.18080168,3514,5356154
NZ_CP083801.1,3,13.23184812,3514,5330523
NZ_CP011605.1,3,13.23998065,3820,4976908
NZ_CP045786.1,3,13.43947474,4065,4716545
NZ_LR890739.1,3,13.9412634,3514,5220279
NZ_CP083615.1,3,14.07790187,4783,4724319
NZ_OW970448.1,3,14.52419725,5838,5400154
NZ_CP056163.1,3,14.67557001,4420,4946508
NZ_CP128984.1,3,15.06162678,6062,5180264
NZ_CP135512.1,3,15.7256422,3511,5540133
NZ_LR890397.1,3,16.06129169,4411,5293781
NZ_CP068071.1,3,16.19810744,4397,2698219
NZ_CP101294.1,3,16.58595109,6673,5840137
NZ_CP068183.1,3,16.68919668,5501,3420387
NZ_CP024511.1,3,16.70772929,3514,5228889
NZ_CP038395.1,3,16.77791457,4011,5303225
NZ_CP135702.1,3,16.88770196,5251,5023218
NZ_OW967970.1,3,16.97668889,5593,5101183
NZ_CP043769.1,3,17.13522542,3497,4951899
NZ_CP016532.1,3,17.20260541,4245,4751449
NZ_LR890296.1,3,17.43146386,6134,5252324
NZ_CP092174.1,3,17.43525934,4295,2200011
NZ_LR890626.1,3,17.57356983,5251,5238074
NZ_CP083800.1,3,17.8805648,4048,5330523
NZ_CP023904.1,3,17.99538456,4011,4711093
NZ_CP137708.1,3,18.51221788,4404,4676048
NZ_CP038325.1,3,18.53375767,6673,5513088
NZ_CP089025.1,3,18.88841585,3511,5462996
NZ_CP029393.2,3,18.9188657,4700,3353930
NZ_CP036173.1,3,19.21379529,4418,4981102
NZ_CP103617.1,3,19.47311075,5251,5352870
NZ_CP084668.1,3,19.61621837,3814,4799940
NZ_CP073796.1,3,19.73163082,4947,5316617
NZ_CP050742.1,3,19.84646157,6062,4948999
NZ_CP033802.1,3,20.04327709,6301,4879214
NZ_CP065608.1,3,20.67186388,4011,5312637
NZ_CP069585.1,3,21.09781425,5251,5213760
NZ_CP070130.1,3,21.94369541,3681,4982306
NZ_CP083773.1,3,22.37035553,4176,5245214
NZ_CP039273.1,3,22.3870578,6237,4905224
NZ_OW970379.1,3,23.87229458,4052,5424342
NZ_CP042554.1,3,23.97052253,4760,5068785
NZ_CP023921.1,3,24.99540356,5095,5315094
NZ_CP089389.1,3,25.04780903,3514,5496498
NZ_CP067288.1,3,25.10812385,4048,4664222
NZ_CP038400.1,3,26.28621007,6675,5362528
NZ_CP038403.1,3,26.36506147,6675,5609172
NZ_CP069457.1,3,26.81689948,5251,4666387
NZ_OW970377.1,3,27.11119652,5838,5424342
NZ_CP058125.1,3,27.25179865,5087,6041083
NZ_CP055372.1,3,28.89718625,5553,5923213
NZ_CP030001.1,3,28.96963596,4251,4724618
NZ_CP056215.1,3,29.79340203,3830,4829251
NZ_LR890298.1,3,32.25565848,5393,5252324
NZ_CP055561.1,3,32.92017588,3378,5227551
NZ_CP066752.1,3,32.93192355,6675,5524652
NZ_CP104916.1,3,33.30508018,3548,2399548
NZ_CP056379.1,3,33.69522956,4018,5306794
NZ_CP065169.1,3,34.06012977,3514,5356183
NZ_CP056439.1,3,34.1380132,3514,5342507
NZ_CP039315.1,3,34.55800531,5134,5191789
NZ_CP103735.1,3,34.90936305,4258,5460489
NZ_CP055322.1,3,35.02731629,4346,5847876
NZ_CP119448.1,3,35.23118745,4065,4748049
NZ_CP055338.1,3,35.48194228,3944,5051597
NZ_CP039324.1,3,37.72596293,5134,5146753
NZ_CP099264.1,3,38.60504274,4215,5292859
NZ_CP103736.1,3,39.89550115,4017,5460489
NZ_CP056715.1,3,41.91310246,3708,4919282
NZ_CP055548.1,3,43.11558525,3438,5026008
NZ_CP033807.1,3,43.53342383,1085,4879214
NZ_CP039308.1,3,44.03930062,5134,5154368
NZ_CP050774.1,3,46.57343097,4677,4740209
NZ_CP046652.1,3,48.05959423,3511,5344451
NZ_CP056689.1,3,48.38782765,5754,5959281
NZ_CP110639.1,3,51.33544468,5251,5447767
NZ_CP056389.1,3,51.81002739,4426,5302120
NZ_CP031995.1,2,53.38250028,6950,3550511
NZ_CP029433.1,3,53.40378165,4095,5416268
NZ_CP056390.1,3,54.8488223,3515,5302120
NZ_CP058185.1,3,55.60850715,3514,5992775
NZ_CP041028.1,3,56.93786148,4236,4968488
NZ_CP050715.1,3,57.50202022,3374,4679142
NZ_CP056134.1,3,57.91703195,3875,4766311
NZ_CP055313.1,3,58.32260823,3844,6204086
NZ_CP055401.1,3,59.07442623,3652,4670114
NZ_CP048783.1,3,59.39670622,3511,5330888
NZ_CP067243.1,3,59.51466655,3902,5058375
NZ_CP055339.1,3,63.2917774,3536,5051597
NZ_CP099085.1,3,65.799443,5791,4830944
NZ_CP055559.1,3,65.93652952,4048,5227551
NZ_CP055411.1,3,69.83381999,1148,4765598
NZ_CP056189.1,3,71.50909863,4196,5217381
NZ_CP058174.1,3,73.58691343,4426,5061465
NZ_AP027261.1,3,81.09606212,6675,4968007
NZ_CP048805.1,3,84.7020007,3511,5347743
NZ_CP099224.1,3,86.60158352,5461,4682437
NZ_CP055887.1,3,86.65524294,3875,4797943
NZ_CP065618.1,3,87.89367944,14263,4952717
NZ_CP039330.1,3,88.59252722,4251,5018095
NZ_CP050766.1,3,90.05692427,3916,4858857
NZ_AP027209.1,3,103.2562336,7136,4923370
NZ_CP048394.1,3,111.7815626,3544,5316840
NZ_CP055994.1,3,133.0622165,3514,6029240
NZ_CP056555.1,3,138.7383406,4426,5060999
NZ_CP045948.1,3,150.0515067,4251,4964749
NZ_CP051446.1,3,277.6385416,4018,4540181
NZ_CP083660.1,17,0.876808601,89812,3211351
NZ_CP026170.1,5,1.772044374,128920,4832521
NZ_CP077332.1,5,0.434216034,157312,4591698
NZ_CP110637.1,5,0.842838632,204301,5447767
NZ_CP032834.1,5,1.621812733,133713,5203185
NZ_CP055274.1,9,0.636198398,98206,4849270
NZ_CP065669.1,5,0.91912626,352740,3912350
NZ_CP065714.1,5,1.338614861,426536,4060417
NZ_CP011587.1,5,1.423339665,51321,4753402
NZ_CP056664.1,5,2.906308196,106339,4918388
NZ_CP067075.1,9,0.439103827,158599,4005874
NZ_CP072176.1,9,0.703689332,158603,4005685
NZ_CP027617.1,8,1.151790575,54242,5065840
NZ_LR828262.1,8,1.734999493,47388,5198504
NZ_CP026184.1,8,3.802566472,60046,5403218
NZ_CP132955.1,4,0.44078333,18806,4962943
NZ_CP092389.1,31,0.440793799,133343,5228948
NZ_CP127875.1,31,1.049729498,116425,5099769
NZ_OW970358.1,22,1.2440696,116273,5331532
NZ_CP080515.1,10,0.444558351,129660,4826311
NZ_CP121074.1,10,0.847015643,195026,4851438
NZ_CP121069.1,10,0.885244386,195307,4857909
NZ_CP121071.1,10,0.909197963,195305,4851681
NZ_CP093401.1,10,0.92548496,195315,4851135
NZ_CP121067.1,10,0.932430435,195329,4850920
NZ_CP121077.1,10,1.150412762,195315,4851036
NZ_CP082163.1,9,0.697366967,220947,8314481
NZ_CP032003.1,17,0.445992754,86699,3493479
NZ_CP076808.1,17,0.452345287,65432,3947573
NZ_CP026423.1,7,0.758703105,40249,3307251
NZ_CP068182.1,17,0.811140322,75090,3420387
NZ_CP031980.1,17,1.053175488,107843,3547241
NZ_CP042558.1,17,1.274031357,59744,3806017
NZ_CP068177.1,17,1.556405517,74837,3281664
NZ_CP068205.1,17,1.579282576,131816,3604384
NZ_CP064052.1,7,5.424562606,39679,2880300
NZ_CP079957.1,7,0.462661285,66425,2101682
